id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",65,15,30,2,6,-0.919922256,-0.610194796,0.259810478,-0.690672003,6.8624203,6.691647755,,-0.804439993,21,34,,0.82323139
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",65,15,30,2,6,-0.916496798,-0.610300093,0.224051681,-0.690385428,6.8624203,6.691647755,,-0.804439993,21,34,,0.82323139
"Kiku-8 (ETS-8, Engineering Test Satellite 8)",35,10,44,1,,1.218164018,0.610961972,-0.193874309,0.844269312,1.572277233,,,,19,48,1.484139075,-0.852625821
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),35,10,44,1,,1.218043826,0.611102368,-0.193319295,0.84433809,1.160339863,0.891454233,,,19,48,1.450730532,-0.852797229
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",35,0,44,2,,-0.892819076,-0.62188269,-0.186183393,-0.689617407,-0.94140796,,,-1.602765252,19,48,,0.827173777
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",54,12,15,2,6,-0.891316683,-0.620794628,-0.182853305,-0.688952554,-0.595814188,,-0.61082245,-1.203602622,12,100,,0.830087714
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",54,12,12,2,6,-0.891136396,-0.620864825,-0.185707666,-0.688952554,-0.509090531,,-0.535715569,-1.004021308,19,48,,0.830087714
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",54,12,12,2,6,-0.899790182,-0.62591905,-0.185469802,-0.692391453,-0.509090531,,-0.513945458,-0.804439993,24,39,,0.819803228
Kondor,48,15,30,2,,-0.90207382,-0.627709088,-0.192922856,-0.693423123,-0.444047789,,,,0,122,,0.427792852
Koreasat 5 (Mugungwha 5),54,16,4,1,,1.218284209,0.610961972,-0.194112173,0.84433809,0.986892549,,,,15,138,1.118087994,-0.852797229
Koreasat 6 (Mugungwha 6),54,5,4,1,,1.218284209,0.61103217,-0.193874309,0.844361016,0.293103295,-0.107254585,,1.191373152,3,7,1.150497611,-0.852283005
Kuaizhou-1 (KZ-1),11,10,31,2,,-0.914453543,-0.634167263,-0.179761081,-0.697996859,,,,,5,55,,0.803348048
KySat-2,65,0,44,2,,-0.902013725,-0.627779285,-0.194667187,-0.693446049,-0.94162477,,,-1.602765252,22,74,,-0.158937151
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",65,15,42,2,2,-0.891617162,-0.6216019,-0.193002143,-0.689296443,5.344756305,,,-0.804439993,21,128,,0.123886252
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",65,15,42,2,2,-0.897446448,-0.621566801,-0.137421396,-0.69043128,5.344756305,,,-0.006114735,21,128,,0.312435185
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",65,15,42,2,2,-0.88909314,-0.62016285,-0.193557158,-0.6882877,5.344756305,,,-0.006114735,1,127,,0.12405766
Landsat 7,65,10,16,2,6,-0.889754194,-0.620619134,-0.194667187,-0.688608664,0.247139756,0.699394845,-0.492175348,1.191373152,21,29,,0.830087714
Landsat 8,65,10,16,2,6,-0.889874385,-0.620548936,-0.192447129,-0.688608664,0.262750015,0.170847409,0.117387745,-0.804439993,21,19,,0.830087714
LAPAN-Tubsat,29,10,15,2,6,-0.894862332,-0.622935654,-0.183884046,-0.690442743,-0.916691718,,-0.815679189,,13,88,,0.821517309
LatinSat A,1,5,4,2,2,-0.895283002,-0.621847591,-0.162397053,-0.690098853,,-0.98150892,,,0,41,,0.254156424
LatinSat B,1,5,4,2,2,-0.895703672,-0.620127751,-0.130919797,-0.689640333,,-0.98150892,,,0,41,,0.254156424
"Leasat 5 (Syncom IV-5, Leased Satellite F5)",67,15,4,1,,1.217082294,0.611663948,-0.190306358,0.84433809,0.531593351,0.075585952,-0.557485679,0.19346658,6,116,0.973798605,-0.716527773
Lotos-S (Cosmos 2455),48,15,30,2,6,-0.877855237,-0.613318588,-0.189196329,-0.683679574,1.225382606,,,,12,110,,0.298722536
Luch 5A,48,10,4,1,,1.218164018,0.610997071,-0.193795021,0.845140499,-0.530771445,,,,0,98,,-0.770007106
Luch 5B,48,10,4,1,,1.217803443,0.611277862,-0.192526417,0.844326627,-0.386810175,-0.260902096,,,0,98,-0.314594647,-0.849369067
Maroc Tubsat,41,10,44,2,6,-0.872807195,-0.609703413,-0.179047491,-0.681386975,-0.922328756,,-0.806535743,-1.702555909,0,133,,0.847228527
MaSat 1  (Magyar Satellite/Oscar 72),26,0,44,2,,-0.913612203,-0.599770458,0.353211506,-0.686201434,-0.942275197,,,,3,132,,0.338146404
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),65,0,44,2,,-0.90447765,-0.616652972,0.00791314,-0.690156168,-0.941841579,,,,21,38,,0.890080557
MCubed-2 (Michigan Multipurpose MinisatelliteÌ_2),65,0,44,2,,-0.90531899,-0.614196057,0.054455078,-0.689525703,-0.942275197,,,,21,19,,1.208899665
Measat 2 (Malaysia East Asia Sat 2),39,5,4,1,,1.218404401,0.610926874,-0.194350036,0.844361016,-0.313962303,-0.491373362,-0.557485679,0.492838551,3,4,1.505671492,-0.83445656
Measat 3 (Malaysia East Asia Sat 3),39,5,4,1,,1.218164018,0.61103217,-0.193715734,0.84433809,1.182020777,1.482997148,1.532444926,1.191373152,0,98,0.879011576,-0.853140046
Measat 3A (Malaysia East Asia Sat 3A),39,5,4,1,,1.215159231,0.610821577,-0.189592768,0.84261864,0.105346578,,,1.191373152,0,139,0.878567609,-0.852454413
Megha-Tropiques,28,10,16,2,,-0.880679737,-0.614827835,-0.186976271,-0.684711244,-0.509090531,,,-0.804439993,16,79,,-0.510323802
"Mercury 1 (Advanced Vortex 1, USA 105)",65,15,42,1,,1.207346784,0.617420148,-0.159701268,0.844372479,2.526237458,2.082222439,,,1,129,-0.447229893,-0.765721903
"Mercury 2 (Advanced Vortex 2, USA 118)",65,15,42,1,,1.091722579,0.684950202,0.202168248,0.844361016,2.526237458,2.082222439,,,1,129,-0.397949517,-0.727497892
Meridian-3,48,15,4,0,3,-0.874189397,0.737177187,5.543787285,-0.061376326,0.141336895,,,,12,105,,0.223302962
Meridian-4,48,15,4,0,3,-0.874009109,0.737457977,5.543390846,0.021042631,0.141336895,,,,12,105,,0.223302962
Meridian-6 (Meridian 16L),48,15,4,0,3,-0.871485088,0.736264619,5.531180525,0.021226039,,,,,12,105,,0.222103105
Meteor-M (Meteor-M1),48,10,24,2,4,-0.882783088,-0.616512577,-0.194112173,-0.685742914,0.228060552,,,-0.804439993,0,107,,0.836944039
"Meteosat 10 (MSGalaxy-3,MSG 3)",42,11,17,1,,1.218524592,0.610926874,-0.194587899,0.844395405,-0.075472247,,,-0.405277364,3,8,,-0.822286583
Meteosat 7 (MTP 1),42,11,17,1,,1.217683252,0.611137466,-0.192684992,0.844177608,-0.64091049,-0.744891754,-0.775186784,-0.804439993,3,7,-0.779095487,-0.77240682
"Meteosat 8 (MSGalaxy-1, MSG-1)",42,11,17,1,,1.218344305,0.610997071,-0.194112173,0.84433809,-0.075472247,-0.222490218,-0.666336231,0.592629209,3,7,-0.034118273,-0.845255272
"Meteosat 9 (MSGalaxy-2, MSG 2)",42,11,17,1,,1.21798373,0.611067269,-0.193319295,0.84422346,-0.075472247,-0.222490218,-0.666336231,0.592629209,3,9,-0.13722969,-0.84816921
MetOp-A (Meteorological Operational satellite),42,11,17,2,4,-0.882662896,-0.616477478,-0.194667187,-0.685742914,0.87545265,1.890163051,,-0.804439993,0,112,,0.838658121
MetOp-B (Meteorological Operational satellite),42,11,17,2,4,-0.882722992,-0.616442379,-0.193557158,-0.685742914,0.828621876,,,-0.804439993,0,105,,0.838658121
Mexsat-3 (Mexsat Bicentenario),40,13,4,1,,1.218524592,0.610926874,-0.194587899,0.844406868,0.314784209,,-0.056773138,1.191373152,3,20,-1.412303922,-0.851940189
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",65,15,4,1,,1.21672172,0.61190964,-0.189117041,0.844372479,1.024183722,,0.922881833,0.19346658,1,126,-0.568765955,-0.750466581
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",65,15,4,1,,1.217382773,0.611558652,-0.191099236,0.844372479,1.024183722,,0.922881833,0.19346658,1,126,-0.093276922,-0.847140762
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",65,15,4,1,,1.217322677,0.610119602,-0.194825763,0.843123012,1.024183722,,0.922881833,0.592629209,1,127,-0.890642284,-0.776006391
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",65,15,4,1,,1.216661624,0.611944738,-0.188958466,0.844361016,1.024183722,,0.922881833,-1.802346566,1,127,-0.093498906,-0.794004244
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),65,15,4,1,,1.21756306,0.611453355,-0.191654251,0.844372479,1.024183722,,0.922881833,0.592629209,1,127,-1.135712262,-0.83908458
"MiRÌ_Ì_(Mikhail Reshetnev [MiR], Yubileiny-2/RS-40)",48,0,15,2,,-0.842939611,-0.592294418,-0.180633247,-0.669006937,-0.914523627,-0.963839457,-0.81001896,-1.602765252,12,100,,0.560976963
MKA-FKI-1 (Zond PP),48,10,32,2,6,-0.883564332,-0.616477478,-0.186421256,-0.685857544,-0.895010804,,-0.770832762,-1.203602622,0,111,,0.842086283
MOST (Microvariability & Oscillations of STars),9,10,1,2,6,-0.882843183,-0.616091391,-0.186976271,-0.685628284,-0.919727046,-0.950011181,-0.811107466,-1.602765252,12,100,,0.838658121
Mozhayets 4 (RS-22),48,0,44,2,6,-0.891737353,-0.621075418,-0.18340832,-0.689181814,-0.914957245,,,,12,53,,0.82323139
MSAT 1,68,5,4,1,,1.217262582,0.611558652,-0.190861373,0.844326627,0.293103295,0.031028174,-0.100313359,0.592629209,3,3,-1.318293835,-0.829657133
"MSAT 2 (AMSC-1, ACTel-1)",68,5,4,1,,1.218043826,0.611102368,-0.193319295,0.844326627,0.293103295,0.031028174,-0.100313359,0.19346658,1,15,-1.260356096,-0.784233981
MTI (Multispectral Thermal Imager),65,13,44,2,6,-0.901893533,-0.626866717,-0.180791822,-0.693079233,-0.688174883,,-0.693548869,-1.203602622,21,123,,0.816375065
MTSAT-1R (Himawari 6),35,10,26,1,,1.218164018,0.611102368,-0.193557158,0.84433809,0.314784209,-0.03043083,-0.230934022,-0.804439993,19,48,1.417654964,-0.851940189
MTSAT-2 (Multi-Functional Transport Satellite),35,10,24,1,,1.218043826,0.611137466,-0.193240007,0.84433809,0.314784209,-0.03043083,-0.230934022,-0.804439993,19,48,1.473039892,-0.852968638
MUOS-1 (Mobile User Objective System 1),65,15,4,1,,1.219486124,0.611242763,-0.195222202,0.84433809,2.00762999,,,-1.702555909,1,19,,
MUOS-2 (Mobile User Objective System 2),65,15,4,1,,1.219486124,0.614752641,-0.185866241,0.84433809,2.00762999,,,-1.702555909,1,19,,
Nanosat-1,55,10,4,2,4,-0.892638789,-0.62216348,-0.192367841,-0.689640333,-0.93403645,-0.979204208,-0.814372983,,3,9,,0.833515877
Nanosat-1B,55,10,10,2,4,-0.896905587,-0.621707196,-0.144795161,-0.690328113,-0.93403645,-0.979204208,-0.814372983,,0,39,,0.828373634
NATO 4-B (USA 98),76,15,4,1,,1.21798373,0.611067269,-0.193319295,0.844269312,-0.322634669,-0.483690986,-0.557485679,-0.405277364,1,29,-0.526034098,-0.727497892
"Navstar GPS II-10 (Navstar SVN 23, PRN 32,  USA 66)",65,16,28,3,,0.256812449,0.077109522,-0.0756562,0.021111409,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.10297446
"Navstar GPS II-14 (Navstar SVN 26, PRN 26, USA 83)",65,16,28,3,,0.267509491,0.07082684,-0.128937602,0.021099946,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.089604627
"Navstar GPS II-21 (Navstar SVN 39, PRN 09, USA 92)",65,16,28,3,,0.277184905,0.065246134,-0.176668857,0.021145798,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.084462383
"Navstar GPS II-23 (Navstar SVN 34, PRN 04, USA 96)",65,16,28,3,,0.276223373,0.065807715,-0.171911589,0.021145798,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.089604627
"Navstar GPS II-24 (Navstar SVN 36, PRN 06, USA 100)",65,16,28,3,,0.269132076,0.067738148,-0.146063766,0.019678534,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.087890545
"Navstar GPS II-25 (Navstar SVN 33, PRN 03, USA 117)",65,16,28,3,,0.274781076,0.066650086,-0.164775687,0.021145798,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.084462383
"Navstar GPS II-26 (Navstar SVN 40, PRN 10, USA 126)",65,16,28,3,,0.278026246,0.064649455,-0.181346837,0.02107702,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.089604627
"Navstar GPS II-28 (Navstar SVN 38, PRN 08, USA 135)",65,16,28,3,,0.264684991,0.072441384,-0.115062237,0.02107702,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.087890545
"Navstar GPS II-35 (Navstar SVN 35, PRN 30, USA 94)",65,16,28,3,,0.276523852,0.065702419,-0.173100906,0.02119165,-0.155258011,-0.342335277,-0.666336231,-0.305486707,1,29,,0.086176464
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",65,16,28,3,,0.281271416,0.064544159,-0.189830631,0.022257709,-0.235911012,,,0.592629209,1,33,,0.089604627
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",65,16,28,3,,0.297076595,0.072967866,-0.193319295,0.033995819,-0.235911012,,,0.592629209,1,33,,0.090118851
"Navstar GPS IIF-3 (Navstar SVN 65, USA 239)",65,16,28,3,,0.280430075,0.063385899,-0.192684992,0.021180187,-0.235911012,,-0.57141855,0.19346658,1,33,,0.088747586
"Navstar GPS IIF-4 (Navstar SVN 66, USA 242)",65,16,28,3,,0.281031033,0.065351431,-0.185866241,0.022693303,-0.235911012,,-0.57141855,0.19346658,1,19,,0.0911473
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",65,16,28,3,,0.267749874,0.068159333,-0.140830771,0.019426348,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.091318708
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",65,16,28,3,,0.275321937,0.066369295,-0.167312896,0.021157261,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.089604627
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",65,16,28,3,,0.27430031,0.066930876,-0.162397053,0.021134335,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.095946727
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",65,16,28,3,,0.26624748,0.071634112,-0.122356714,0.021180187,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.086176464
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",65,16,28,3,,0.277365192,0.065351431,-0.176748145,0.021283354,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.087890545
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",65,16,28,3,,0.275742607,0.066088505,-0.169532955,0.021145798,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.055323003
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",65,16,28,3,,0.27796615,0.064895147,-0.18015752,0.021214576,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.087890545
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",65,16,28,3,,0.281031033,0.071669211,-0.159146253,0.02688876,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.089604627
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",65,16,28,3,,0.280610362,0.074161225,-0.147570234,0.02837895,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.089604627
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",65,16,28,3,,0.276223373,0.066018308,-0.171039423,0.021283354,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.089604627
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",65,16,28,3,,0.279288256,0.068756012,-0.167075033,0.024286659,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.089604627
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",65,16,28,3,,0.273759448,0.071879804,-0.140117181,0.024217881,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.087890545
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",65,16,28,3,,0.278507011,0.064438862,-0.18340832,0.021122872,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.090975892
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",65,16,28,3,,0.271175331,0.068685815,-0.147173795,0.021099946,-0.04945515,,,0.19346658,1,29,,0.088576178
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",65,16,28,3,,0.282353139,0.069528186,-0.171435862,0.025983183,-0.04945515,,,0.19346658,1,29,,0.089947443
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",65,16,28,3,,0.278927682,0.064158072,-0.185628378,0.021099946,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.086176464
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",65,16,28,3,,0.278987777,0.067597753,-0.171197999,0.023381082,-0.04945515,,,0.19346658,1,29,,0.088918994
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",65,16,28,3,,0.278086341,0.062017047,-0.192684992,0.019346107,0.018622921,-0.237854969,-0.57141855,0.19346658,1,29,,0.091318708
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",65,16,28,3,,0.279588735,0.064017677,-0.187927724,0.021260428,-0.049888768,-0.237854969,-0.57141855,0.19346658,1,29,,0.091661524
NEOSSatÌ_(Near Earth Object Surveillance Satellite),9,10,39,2,6,-0.885547492,-0.617705935,-0.187451997,-0.686774584,-0.910621062,,,,13,79,,0.836944039
NFIRE (Near Field InfraRed Experiment),65,15,44,2,,-0.908023299,-0.631078571,-0.191099236,-0.689984223,-0.728501383,,,,22,74,,-0.026952897
NigComSat-1R,44,5,4,1,,1.219065454,0.611067269,-0.195063626,0.84433809,1.290425348,,,1.191373152,23,64,0.334707604,-0.849711883
NigeriaSat-2,44,10,12,2,6,-0.890415247,-0.620548936,-0.18737271,-0.688723294,-0.81262333,,,-0.405277364,2,40,,0.830087714
Nigeriasat-X,44,10,15,2,6,-0.892218119,-0.620864825,-0.175558828,-0.689181814,-0.899346987,,,,2,40,,0.830087714
Nilesat 102,16,10,4,1,,1.217322677,0.611523553,-0.191099236,0.844315164,-0.151355447,-0.368455353,-0.013232917,1.191373152,3,5,-0.215034968,-0.852625821
Nilesat 201,16,10,4,1,,1.219185645,0.611699047,-0.193557158,0.844487109,0.444869694,0.315276069,-0.013232917,1.191373152,3,7,-0.214701993,-0.852283005
Nimiq 2,9,5,4,1,,1.218224113,0.610997071,-0.193874309,0.844315164,0.618317008,0.315276069,1.053502495,0.592629209,0,95,-1.149808225,-0.852968638
Nimiq 4,9,5,4,1,,1.218224113,0.61103217,-0.193795021,0.84433809,1.160339863,,1.793686251,1.191373152,0,95,-1.046696808,-0.852968638
Nimiq 5,9,5,4,1,,1.21347655,0.607732885,-0.195222202,0.84433809,1.114809943,,,1.191373152,0,24,-0.943918367,-0.852968638
Nimiq 6,9,5,4,1,,1.217322677,0.611558652,-0.191019948,0.844326627,1.114809943,,,1.191373152,0,24,-1.148143348,-0.852454413
NOAA-15 (NOAA-K),65,10,17,2,6,-0.883864811,-0.616652972,-0.186421256,-0.686086804,0.02122463,0.161628558,-0.638035088,-1.203602622,21,125,,0.838658121
NOAA-16 (NOAA-L),65,10,17,2,6,-0.88134079,-0.615213922,-0.186976271,-0.685055134,0.02122463,0.161628558,-0.638035088,-1.203602622,21,125,,0.845514446
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",65,10,24,2,6,-0.881280694,-0.61496823,-0.183725471,-0.684940504,0.02122463,0.161628558,-0.638035088,-1.203602622,21,29,,0.845514446
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",65,10,24,2,6,-0.881160503,-0.61496823,-0.1848355,-0.684940504,-0.326970852,,,-1.203602622,21,29,,0.842086283
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),65,10,24,2,4,-0.882242226,-0.616266885,-0.195222202,-0.685628284,-0.019969107,,,,21,29,,0.838658121
NPS-SCATÌ_(Naval Post-graduate School - Solar Cell Array Tester),65,14,44,2,6,-0.901953629,-0.627673989,-0.19347787,-0.693388734,-0.942275197,,,,22,73,,-0.158937151
"NSS-10 (AMC-12, Americom 12, Worldsat 2)",43,5,4,1,,1.218164018,0.611067269,-0.193636446,0.84433809,1.397095446,,,1.390954467,0,99,-0.551784204,-0.852797229
"NSS-11 (Worldsat-1, AAP-1, GE-1A)",43,5,4,1,,1.218043826,0.611172565,-0.193160719,0.844395405,0.610511879,0.545747334,,1.191373152,0,97,1.06403497,-0.851940189
NSS-12,43,5,4,1,,1.218224113,0.610997071,-0.193874309,0.844315164,,3.329840225,,1.191373152,3,7,0.495645769,-0.852111597
NSS-5 (Intelsat 803),43,5,4,1,,1.218043826,0.611102368,-0.193319295,0.844315164,0.53679677,0.545747334,,0.991791838,3,2,-2.101563234,-0.853140046
NSS-6,43,5,4,1,,1.218043826,0.611137466,-0.193240007,0.844361016,1.041094835,1.006689866,1.358284042,,3,1,0.917858719,-0.852797229
NSS-7,43,5,4,1,,1.21798373,0.611172565,-0.193081431,0.844361016,1.008573464,0.929866111,0.030307304,0.991791838,3,2,-0.370090566,-0.851768781
"NSS-703 (Intelsat 703, Intelsat 7 F-3)",43,5,4,1,,1.217863539,0.611172565,-0.192843568,0.844315164,0.636528976,0.12321668,0.030307304,1.191373152,3,1,-0.658669343,-0.852797229
NSS-806 (Intelsat 806),43,5,4,1,,1.218224113,0.61103217,-0.193795021,0.844349553,0.670351202,0.699394845,0.248008408,0.592629209,3,4,-0.58596969,-0.852625821
NSS-9,43,5,4,1,,1.218524592,0.610961972,-0.194508612,0.844418331,0.027728905,-0.211734893,-0.318014464,1.191373152,3,8,1.894142924,-0.852797229
N-Star C,35,5,4,1,,1.217803443,0.611207664,-0.192684992,0.844315164,-0.238079104,-0.376137729,-0.252704133,1.191373152,3,7,1.362270038,-0.852111597
NuSTAR (Nuclear Spectroscopic Telescope Array),65,10,41,2,,-0.895102715,-0.623111147,-0.184439061,-0.690442743,-0.786606233,,,-1.403183937,8,93,,-0.750295173
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",65,2,37,2,6,-0.894441661,-0.622338974,-0.178254613,-0.690121779,-0.940323915,,,-1.702555909,7,75,,0.380484211
O3b FM02,76,5,4,3,,-0.447389444,-0.362081517,-0.193557158,-0.471808978,-0.639176016,,-0.492175348,,3,113,,-0.852625821
O3b FM04,76,5,4,3,,-0.44744954,-0.362081517,-0.193319295,-0.471808978,-0.639176016,,-0.492175348,,3,113,,-0.852454413
O3b FM05 (Other 3 Billion),76,5,4,3,,-0.447329348,-0.362116616,-0.194112173,-0.471797515,-0.639176016,,-0.492175348,,3,113,,-0.852625821
O3b PFM,76,5,4,3,,-0.447389444,-0.362081517,-0.193557158,-0.471808978,-0.639176016,,-0.492175348,,3,113,,-0.852625821
Oceansat-2,27,10,31,2,6,-0.888552279,-0.61988206,-0.194112173,-0.688150144,-0.526435263,,-0.522653502,-0.804439993,16,79,,0.831801796
Odin,56,10,2,2,6,-0.897746927,-0.625181975,-0.192922856,-0.691703673,-0.834304244,-0.860127387,-0.744708629,-1.403183937,17,121,,0.819803228
Ofeq 5,33,15,34,2,5,-0.909886267,-0.618478108,0.03169948,-0.691852692,-0.81262333,,,-1.004021308,11,102,,1.604852427
Ofeq 7,33,15,34,2,,-0.911508852,-0.625076679,-0.058212885,-0.694397478,-0.81262333,,,-0.804439993,11,102,,1.576741496
Ofeq 9,33,15,34,2,,-0.911328565,-0.624620395,-0.052583451,-0.69421407,-0.81262333,,,-0.804439993,11,102,,1.577084311
OPTOS,55,10,44,2,6,-0.896244534,-0.617319849,-0.081285634,-0.688723294,-0.94140796,,,,2,39,,0.82323139
Optus and Defence C1,3,16,4,1,,1.217863539,0.611207664,-0.19276428,0.844315164,1.138658949,0.545747334,1.488904705,1.191373152,3,9,1.595130913,-0.852797229
Optus B3,3,5,4,1,,1.218164018,0.611102368,-0.193557158,0.844361016,0.296572241,0.224624037,-0.165623691,-1.702555909,23,69,1.683258432,-0.852797229
Optus D1,3,5,4,1,,1.217923635,0.611137466,-0.193081431,0.844315164,0.054613238,,0.226238298,1.191373152,3,8,1.639527648,-0.852797229
Optus D2,3,5,4,1,,1.217923635,0.611207664,-0.192843568,0.84433809,0.097975067,,0.008537193,1.191373152,3,7,1.550623186,-0.852625821
Optus D3,3,5,4,1,,1.21798373,0.611067269,-0.193319295,0.844269312,0.141770513,,0.269778519,1.191373152,3,7,1.594242978,-0.852454413
ORBCOMM FM-10 (ORBCOMM A2),65,5,4,2,2,-0.885667683,-0.618056923,-0.191892114,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-11 (ORBCOMM A3),65,5,4,2,2,-0.885727779,-0.618021824,-0.190782085,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-12 (ORBCOMM A4),65,5,4,2,2,-0.885667683,-0.618056923,-0.191892114,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-13 (ORBCOMM B1),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-14 (ORBCOMM B2),65,5,4,2,2,-0.884525864,-0.617425145,-0.192447129,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-15 (ORBCOMM B3),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-16 (ORBCOMM B4),65,5,4,2,2,-0.884525864,-0.617425145,-0.192447129,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-18 (ORBCOMM B6),65,5,4,2,2,-0.884646056,-0.617354947,-0.19022707,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-19 (ORBCOMM B7),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
