id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",65,16,28,3,,20206.0,20366.0,0.003,722.19,2060.0,,,10.0,1,29,,0.9602801540000001
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",65,16,28,3,,20149.0,20213.0,0.00121,717.93,2217.0,980.0,1136.0,10.0,1,29,,0.95644043
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",65,16,28,3,,20150.0,20311.0,0.00303,719.92,2060.0,,,10.0,1,29,,0.959232957
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",65,16,28,3,,20135.0,20152.0,0.00032,716.4,2217.0,980.0,1136.0,10.0,1,29,,0.9616764179999999
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",65,16,28,3,,20160.0,20209.0,0.0009199999999999999,718.07,2059.0,980.0,1136.0,10.0,1,29,,0.9620254840000001
NEOSSatÊ(Near Earth Object Surveillance Satellite),9,10,39,2,6,772.0,786.0,0.00098,100.4,74.0,,,,13,79,,1.720894642
NFIRE (Near Field InfraRed Experiment),65,15,44,2,,398.0,405.0,0.0005200000000000001,97.6,494.0,,,,22,74,,0.8412486990000001
NigComSat-1R,44,5,4,1,,35793.0,35795.0,2e-05,1436.1,5150.0,,,15.0,23,64,0.741764932,0.003490659
NigeriaSat-2,44,10,12,2,6,691.0,705.0,0.00099,98.7,300.0,,,7.0,2,40,,1.713913325
Nigeriasat-X,44,10,15,2,6,661.0,696.0,0.00248,98.3,100.0,,,,2,40,,1.713913325
Nilesat 102,16,10,4,1,,35764.0,35808.0,0.0005200000000000001,1436.08,1825.0,810.0,3700.0,15.0,3,5,-0.12269664599999999,0.000523599
Nilesat 201,16,10,4,1,,35795.0,35813.0,0.00021,1436.23,3200.0,1700.0,3700.0,15.0,3,7,-0.122173048,0.000872665
Nimiq 2,9,5,4,1,,35779.0,35793.0,0.00016999999999999999,1436.08,3600.0,1700.0,8600.0,12.0,0,95,-1.592612942,0.000174533
Nimiq 4,9,5,4,1,,35779.0,35794.0,0.00018,1436.1,4850.0,,12000.0,15.0,0,95,-1.430471855,0.000174533
Nimiq 5,9,5,4,1,,35700.0,35700.0,0.0,1436.1,4745.0,,,15.0,0,24,-1.268854366,0.000174533
Nimiq 6,9,5,4,1,,35764.0,35809.0,0.00053,1436.09,4745.0,,,15.0,0,24,-1.589994949,0.000698132
NOAA-15 (NOAA-K),65,10,17,2,6,800.0,816.0,0.0011099999999999999,101.0,2223.0,1500.0,830.0,3.0,21,125,,1.7226399719999999
NOAA-16 (NOAA-L),65,10,17,2,6,842.0,857.0,0.0010400000000000001,101.9,2223.0,1500.0,830.0,3.0,21,125,,1.729621289
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",65,10,24,2,6,843.0,864.0,0.00145,102.0,2223.0,1500.0,830.0,3.0,21,29,,1.729621289
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",65,10,24,2,6,845.0,864.0,0.00131,102.0,1420.0,,,3.0,21,29,,1.72613063
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),65,10,24,2,4,827.0,827.0,0.0,101.4,2128.0,,,,21,29,,1.7226399719999999
NPS-SCATÊ(Naval Post-graduate School - Solar Cell Array Tester),65,14,44,2,6,499.0,502.0,0.00022,94.63,1.0,,,,22,73,,0.706858347
"NSS-10 (AMC-12, Americom 12, Worldsat 2)",43,5,4,1,,35778.0,35795.0,0.0002,1436.1,5396.0,,,16.0,0,99,-0.652229541,0.000349066
"NSS-11 (Worldsat-1, AAP-1, GE-1A)",43,5,4,1,,35776.0,35798.0,0.00026000000000000003,1436.15,3582.0,2000.0,,15.0,0,97,1.888620784,0.00122173
NSS-12,43,5,4,1,,35779.0,35793.0,0.00016999999999999999,1436.08,,5624.0,,15.0,3,7,0.994837674,0.001047198
NSS-5 (Intelsat 803),43,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.08,3412.0,2000.0,,14.0,3,2,-3.0892327760000002,0.0
NSS-6,43,5,4,1,,35776.0,35797.0,0.00025,1436.12,4575.0,2600.0,10000.0,,3,1,1.6587609209999998,0.000349066
NSS-7,43,5,4,1,,35775.0,35798.0,0.00027,1436.12,4500.0,2500.0,3900.0,14.0,3,2,-0.366519143,0.0013962629999999998
"NSS-703 (Intelsat 703, Intelsat 7 F-3)",43,5,4,1,,35773.0,35798.0,0.0003,1436.08,3642.0,1450.0,3900.0,15.0,3,1,-0.820304748,0.000349066
NSS-806 (Intelsat 806),43,5,4,1,,35779.0,35794.0,0.00018,1436.11,3720.0,2200.0,4900.0,12.0,3,4,-0.705985682,0.000523599
NSS-9,43,5,4,1,,35784.0,35792.0,9e-05,1436.17,2238.0,1014.0,2300.0,15.0,3,8,3.1939525310000003,0.000349066
N-Star C,35,5,4,1,,35772.0,35799.0,0.00032,1436.08,1625.0,800.0,2600.0,15.0,3,7,2.357590754,0.001047198
NuSTAR (Nuclear Spectroscopic Telescope Array),65,10,41,2,,613.0,632.0,0.0013599999999999999,97.2,360.0,,,2.0,8,93,,0.104719755
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",65,2,37,2,6,624.0,654.0,0.00214,97.48,5.5,,,0.5,7,75,,1.256113463
O3b FM02,76,5,4,3,,8063.0,8069.0,0.00021,287.93,700.0,,1500.0,,3,113,,0.000523599
O3b FM04,76,5,4,3,,8062.0,8069.0,0.00023999999999999998,287.93,700.0,,1500.0,,3,113,,0.000698132
O3b FM05 (Other 3 Billion),76,5,4,3,,8064.0,8068.0,0.00014,287.94,700.0,,1500.0,,3,113,,0.000523599
O3b PFM,76,5,4,3,,8063.0,8069.0,0.00021,287.93,700.0,,1500.0,,3,113,,0.000523599
Oceansat-2,27,10,31,2,6,722.0,724.0,0.00014,99.2,960.0,,1360.0,5.0,16,79,,1.715658655
Odin,56,10,2,2,6,569.0,573.0,0.00029,96.1,250.0,170.0,340.0,2.0,17,121,,1.70344135
Ofeq 5,33,15,34,2,5,367.0,764.0,0.02862,95.97,300.0,,,4.0,11,102,,2.5028021469999997
Ofeq 7,33,15,34,2,,340.0,576.0,0.01728,93.75,300.0,,,5.0,11,102,,2.474178748
Ofeq 9,33,15,34,2,,343.0,589.0,0.01799,93.91,300.0,,,5.0,11,102,,2.474527813
OPTOS,55,10,44,2,6,594.0,797.0,0.014369999999999999,98.7,3.0,,,,2,39,,1.7069320080000001
Optus and Defence C1,3,16,4,1,,35773.0,35799.0,0.00031,1436.08,4800.0,2000.0,10600.0,15.0,3,9,2.7237608310000003,0.000349066
Optus B3,3,5,4,1,,35778.0,35796.0,0.00021,1436.12,2858.0,1582.0,3000.0,0.5,23,69,2.862339973,0.000349066
Optus D1,3,5,4,1,,35774.0,35797.0,0.00027,1436.08,2300.0,,4800.0,15.0,3,8,2.793574001,0.000349066
Optus D2,3,5,4,1,,35774.0,35799.0,0.0003,1436.1,2400.0,,3800.0,15.0,3,7,2.653773128,0.000523599
Optus D3,3,5,4,1,,35775.0,35795.0,0.00023999999999999998,1436.04,2501.0,,5000.0,15.0,3,7,2.722364567,0.000698132
ORBCOMM FM-10 (ORBCOMM A2),65,5,4,2,2,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-11 (ORBCOMM A3),65,5,4,2,2,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-12 (ORBCOMM A4),65,5,4,2,2,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-13 (ORBCOMM B1),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-14 (ORBCOMM B2),65,5,4,2,2,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-15 (ORBCOMM B3),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-16 (ORBCOMM B4),65,5,4,2,2,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-18 (ORBCOMM B6),65,5,4,2,2,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-19 (ORBCOMM B7),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-20 (ORBCOMM B8),65,5,4,2,2,791.0,792.0,7e-05,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-22 (ORBCOMM C2),65,5,4,2,2,789.0,793.0,0.00028,100.7,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-23 (ORBCOMM C3),65,5,4,2,2,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-25 (ORBCOMM C5),65,5,4,2,2,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-27 (ORBCOMM C7),65,5,4,2,2,790.0,792.0,0.00014,100.7,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-30 (ORBCOMM D2),65,5,4,2,2,788.0,796.0,0.00056,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-31 (ORBCOMM D3),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-32 (ORBCOMM D4),65,5,4,2,2,786.0,796.0,0.0007,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-34 (ORBCOMM D6),65,5,4,2,2,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-35 (ORBCOMM D7),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-36 (ORBCOMM D8),65,5,4,2,2,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,22,93,,0.785398163
ORBCOMM FM-4 (ORBCOM G2),65,5,4,2,2,768.0,838.0,0.00488,100.9,45.0,22.0,160.0,5.0,21,123,,1.8849555919999998
ORBCOMM FM-5 (ORBCOMM A6),65,5,4,2,2,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-6 (ORBCOMM A7),65,5,4,2,2,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-7 (ORBCOMM A8),65,5,4,2,2,771.0,774.0,0.00021,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-8 (ORBCOMM A1),65,5,4,2,2,768.0,778.0,0.0007,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORBCOMM FM-9 (ORBCOMM A5),65,5,4,2,2,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,5.0,22,92,,0.785398163
ORS - Tech 1,65,15,44,2,6,499.0,504.0,0.00036,94.6,4.5,,50.0,,22,73,,0.706858347
ORS - Tech 2,65,15,44,2,6,499.0,504.0,0.00036,94.6,4.5,,50.0,,22,73,,0.706858347
"ORS-1 (Operationally Responsive Space One, USA 231)",65,15,30,2,,396.0,410.0,0.00103,92.62,434.0,,50.0,,22,73,,0.698131701
ORSES (ORS Enabler Satellite),65,15,44,2,6,499.0,504.0,0.00036,94.6,4.5,,,,22,73,,0.706858347
¯rsted,12,10,16,2,6,635.0,839.0,0.01435,99.5,60.6,50.0,54.0,5.0,21,38,,1.684242728
Paksat-1R,46,12,4,1,,35786.0,35800.0,0.00016999999999999999,1436.1,5120.0,2100.0,,15.0,23,64,0.663225116,0.0017453289999999999
Palapa C2,29,5,4,1,,35784.0,35789.0,5.9999999999999995e-05,1436.13,3014.0,1740.0,3700.0,15.0,3,4,1.9720475219999998,0.000872665
Palapa D1,29,5,4,1,,35780.0,35792.0,0.00014,1436.09,4100.0,,6000.0,15.0,23,64,2.634923572,0.00122173
"PAN-1 (Palladium at Night, P360, USA 207)",65,15,4,1,,35786.0,35787.0,1e-05,1436.12,,,,,1,19,0.6021385920000001,0.000523599
PARASOL (Polarization and Anistropy of Reflectances for Atmospheric Science coupled with Observations from LIDAR),18,10,16,2,6,692.0,694.0,0.00014,98.6,120.0,,180.0,2.0,3,9,,1.7174039840000002
Parus 93 (Cosmos 2389),48,15,27,2,2,949.0,1016.0,0.00456,104.74,825.0,,,5.0,12,53,,1.44687795
Parus 94 (Cosmos 2398),48,15,27,2,2,969.0,1016.0,0.0031899999999999997,105.0,820.0,,,0.5,12,53,,1.448623279
Parus-90 (Cosmos 2361),48,15,27,2,2,967.0,1013.0,0.00313,104.9,795.0,,,0.5,12,54,,1.44687795
Parus-91 (Cosmos 2366),48,15,27,2,2,960.0,1008.0,0.0032600000000000003,104.8,795.0,,,5.0,12,54,,1.44687795
Parus-92 (Cosmos 2378),48,15,27,2,2,961.0,1011.0,0.0034,104.8,825.0,,,0.5,12,54,,1.44687795
Parus-95 (Cosmos 2407),48,15,27,2,2,949.0,1008.0,0.0040100000000000005,104.7,825.0,,,0.5,12,53,,1.448623279
Parus-96 (Cosmos 2414),48,15,27,2,2,907.0,968.0,0.00417,103.8,825.0,,,0.5,12,53,,1.448623279
Parus-97 (Cosmos 2429),48,15,27,2,2,954.0,1011.0,0.0038799999999999998,104.8,810.0,,,0.5,12,53,,1.448623279
Parus-98 (Cosmos 2454),48,15,27,2,2,916.0,945.0,0.00199,103.6,810.0,,,0.5,12,53,,1.448623279
Parus-99 (Cosmos 2463),48,15,27,2,2,968.0,1022.0,0.00367,105.0,820.0,,,0.5,12,53,,1.448623279
"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",65,10,45,2,2,789.0,796.0,0.00049,100.7,10.0,10.0,6.0,5.0,7,10,,1.169370599
Persona-2 (Cosmos 2486),48,15,30,2,6,714.0,733.0,0.00134,99.2,7000.0,,,0.5,12,107,,1.715658655
Phonesat 2.4,65,10,44,2,6,499.0,507.0,0.00058,94.68,1.0,,,,22,73,,0.70703288
Picard,18,10,38,2,6,725.0,729.0,0.00028,99.3,150.0,,,2.0,2,39,,1.715658655
PicoDragon,78,10,44,2,6,410.0,414.0,0.00029,92.81,1.0,,,0.25,4,52,,0.901462559
Pliades HR1A,20,10,12,2,6,697.0,699.0,0.00014,98.7,1000.0,,1500.0,5.0,3,108,,1.713913325
Pliades HR1B,18,10,12,2,6,678.0,691.0,0.0009199999999999999,98.45,970.0,,,5.0,3,109,,1.7191493130000002
"Prism (Pico-satellite for Remote-sensing and Innovative Space Missions, Hitomi)",35,0,12,2,6,600.0,627.0,0.00193,97.0,5.0,,,,19,48,,1.713913325
Proba 1 (Project for On-Board Autonomy),13,10,43,2,6,553.0,676.0,0.00881,96.98,100.0,,100.0,2.0,16,85,,1.7086773380000002
Proba 2 (Project for On-Board Autonomy),13,10,43,2,6,708.0,728.0,0.00141,99.2,130.0,,86.0,2.0,12,23,,1.715658655
Proba V (Project for On-Board Autonomy),13,10,12,2,6,813.0,820.0,0.00049,101.21,140.0,,,2.5,3,132,,1.72316357
Prometheus 1A,65,15,44,2,6,500.0,506.0,0.00044,94.68,,,,,22,74,,0.70703288
Prometheus 1B,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 2A,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 2B,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 3A,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 3B,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 4A,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
Prometheus 4B,65,15,44,2,6,498.0,502.0,0.00029,94.68,,,,,22,74,,0.70703288
PUCPSat-1,47,0,44,2,6,589.0,640.0,0.00365,96.9,1.0,,,,2,39,,1.7069320080000001
QuetzSat-1,65,5,4,1,6,35774.0,35798.0,0.00028,1436.09,5514.0,,,15.0,0,98,,0.000349066
Quickbird 2,65,5,12,2,6,448.0,450.0,0.00015,93.6,,951.0,250.0,10.0,21,29,,1.6964600330000001
"QZS-1 (Quazi-Zenith Satellite System, Michibiki)",35,10,27,1,,32618.0,38950.0,0.07511,1436.0,4000.0,,,,19,48,,0.698131701
Radarsat-2,9,5,12,2,6,791.0,793.0,0.00014,100.7,2924.0,,,7.0,0,103,,1.720894642
"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",48,0,0,3,,1885.0,2165.0,0.01668,127.45,,,,,0,100,,1.127308164
"Raduga 1-8 (Raduga 1-M1, Cosmos 2450)",48,15,4,1,,35612.0,35949.0,0.004,1435.79,2400.0,,,5.0,0,97,1.5680038,0.025132741
Raduga 1-M2 (Raduga 1-9),48,15,4,1,,35784.0,35788.0,5e-05,1436.06,2500.0,,,5.0,0,98,1.2217304759999998,0.000174533
Raduga 1-M3,48,15,4,1,,35777.0,35797.0,0.00023999999999999998,1436.13,2400.0,,,5.0,0,98,,0.0017453289999999999
"Rapid Pathfinder Program (NROL-66, USA 225)",65,15,44,2,4,1199.0,1202.0,0.0002,109.42,350.0,,,,21,75,,1.5707963269999998
RapidEye-1 (RapidEye-C),23,5,12,2,,613.0,646.0,0.00236,97.3,175.0,150.0,,7.0,0,39,,1.7086773380000002
RapidEye-2 (RapidEye A),23,5,12,2,,621.0,638.0,0.00121,97.3,175.0,150.0,,7.0,0,39,,1.7086773380000002
RapidEye-3 (RapidEye D),23,5,12,2,,621.0,637.0,0.00114,97.3,175.0,150.0,,7.0,0,39,,1.7086773380000002
RapidEye-4 (RapidEye E),23,5,12,2,,621.0,638.0,0.00121,97.3,175.0,150.0,,7.0,0,39,,1.7086773380000002
RapidEye-5 (RapidEye B),23,5,12,2,,617.0,642.0,0.00179,97.3,175.0,150.0,,7.0,0,39,,1.7086773380000002
RASAT,61,10,12,2,6,667.0,697.0,0.00213,98.4,113.0,,,3.0,2,40,,1.713913325
Rascom-QAF 1R,42,5,4,1,,35786.0,35787.0,1e-05,1436.1,3050.0,1390.0,,15.0,3,7,0.04974188400000001,0.000174533
RazakSat (MACSat),39,10,31,2,2,663.0,688.0,0.0017699999999999999,98.3,180.0,,,3.0,8,43,,0.157079633
Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX),35,10,44,2,6,595.0,638.0,0.0030800000000000003,97.0,70.0,,,,0,39,,1.7104226669999998
Resourcesat 2,27,10,12,2,6,817.0,823.0,0.00042,101.3,1206.0,,,5.0,16,82,,1.7226399719999999
Resurs-DK1 (Resurs - High Resolution 1),48,12,12,2,,564.0,571.0,0.0005,96.0,6650.0,,,3.0,0,111,,1.219985147
Resurs-P1,48,12,12,2,,459.0,472.0,0.00095,93.9,5900.0,,,3.0,0,107,,1.6964600330000001
RISat-1 (Radar Imaging Satellite 1),27,15,42,2,6,538.0,541.0,0.00022,95.4,1858.0,,,,13,91,,1.70344135
RISat-2 (Radar Imaging Satellite 2),27,15,42,2,,415.0,427.0,0.00088,41.2,93.0,,,,13,81,,0.719424718
"Rodnik (Cosmos 2416, Strela 3M)",48,15,4,2,2,1436.0,1448.0,0.0007700000000000001,114.7,225.0,,,,12,53,,1.439896633
"Rodnik (Cosmos 2437, Strela 3M)",48,15,4,2,2,1480.0,1511.0,0.00197,115.9,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2438, Strela 3M)",48,15,4,2,2,1477.0,1509.0,0.00203,115.8,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2439, Strela 3M)",48,15,4,2,2,1478.0,1510.0,0.00203,115.8,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2451, Strela 3M)",48,15,4,2,2,1498.0,1509.0,0.0007,116.0,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2452, Strela 3M)",48,15,4,2,2,1482.0,1507.0,0.00159,115.9,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2453, Strela 3M)",48,15,4,2,2,1495.0,1506.0,0.0007,116.0,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2467, Strela 3M)",48,15,4,2,2,1493.0,1496.0,0.00018999999999999998,115.9,225.0,,,3.0,12,100,,1.439896633
"Rodnik (Cosmos 2468, Strela 3M)",48,15,4,2,2,1484.0,1505.0,0.00134,115.9,225.0,,,3.0,12,100,,1.439896633
"Rodnik (Cosmos 2481, Strela 3M)",48,15,4,2,2,1481.0,1512.0,0.00197,115.9,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2482, Strela 3M)",48,15,4,2,2,1473.0,1516.0,0.0027300000000000002,115.86,250.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2483, Strela 3M)",48,15,4,2,2,1473.0,1516.0,0.0027300000000000002,115.86,250.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2484, Strela 3M)",48,15,4,2,2,1475.0,1514.0,0.00248,115.86,250.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2488, Strela 3M)",48,15,4,2,2,1478.0,1509.0,0.00197,115.9,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2489, Strela 3M)",48,15,4,2,2,1477.0,1507.0,0.0019100000000000002,115.8,280.0,,300.0,5.0,12,100,,1.439896633
"Rodnik (Cosmos 2490, Strela 3M)",48,15,4,2,2,1482.0,1511.0,0.0018399999999999998,115.8,280.0,,300.0,5.0,12,100,,1.439896633
"Rumba (part of Cluster quartet, Cluster 2 FM5)",13,10,40,0,1,17240.0,120715.0,0.68665,3431.1,1200.0,478.0,224.0,4.0,0,103,,1.584758961
SAC-C (Satellite for Scientific Applications),42,0,14,2,6,702.0,704.0,0.00014,98.8,485.0,472.0,360.0,4.0,21,29,,1.7086773380000002
SAC-D (Satellite for Scientific Applications),2,10,12,2,6,653.0,655.0,0.00014,97.8,1600.0,,,5.0,21,29,,1.7104226669999998
"Salsa (part of Cluster quartet, Cluster 2 FM6)",13,10,40,0,1,16809.0,120768.0,0.6916,3418.2,1200.0,478.0,220.0,4.0,0,103,,1.583013632
"Samba (part of Cluster quartet, Cluster 2 FM7)",13,10,40,0,1,17007.0,120923.0,0.6896899999999999,3430.28,1200.0,478.0,220.0,4.0,0,103,,1.5795229730000002
Sapphire (Space Surveillance Mission of Canada),9,15,39,2,6,772.0,787.0,0.00105,100.4,148.0,,,5.0,13,79,,1.720894642
SARAL (Satellite with ARGOS and ALTIKA),28,10,16,2,6,782.0,785.0,0.00021,100.53,407.0,,906.0,5.0,13,79,,1.7191493130000002
SAR-Lupe 1,23,15,42,2,,468.0,505.0,0.0027,94.3,770.0,,,10.0,12,53,,1.713913325
SAR-Lupe 2,23,15,42,2,,470.0,503.0,0.0024100000000000002,94.34,770.0,,,10.0,12,53,,1.713738793
SAR-Lupe 3,23,15,42,2,,473.0,496.0,0.00168,94.3,770.0,,,10.0,12,53,,1.7133897269999998
SAR-Lupe 4,23,15,42,2,,448.0,486.0,0.00278,94.4,770.0,,,10.0,12,53,,1.713215194
SAR-Lupe 5,23,15,42,2,,474.0,502.0,0.0020399999999999997,94.37,770.0,,,10.0,12,53,,1.713215194
Satmex 4 (Solidaridad 2),40,5,4,1,,35777.0,35794.0,0.0002,1436.08,2276.0,1641.0,3300.0,14.0,3,4,-2.005383311,0.012915436
Satmex 5,40,5,4,1,,35779.0,35792.0,0.00015,1436.08,3542.0,2267.0,8800.0,15.0,3,2,-2.038020968,0.000349066
Satmex 6,40,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.1,5456.0,2310.0,12690.0,15.0,3,8,-1.971872989,0.000523599
Satmex 8,40,4,4,1,,35779.0,35795.0,0.00018999999999999998,1436.1,5474.0,2317.0,12690.0,15.0,0,98,-2.038544566,0.000349066
Saudicomsat-1,50,5,44,2,6,697.0,747.0,0.0035299999999999997,99.2,12.0,,,,0,40,,1.7104226669999998
Saudicomsat-2,50,5,44,2,6,696.0,780.0,0.00591,99.6,12.0,,,,0,40,,1.712167996
Saudicomsat-3,50,5,4,2,6,652.0,714.0,0.0044,98.4,12.0,,,,0,39,,1.7069320080000001
Saudicomsat-4,50,5,4,2,6,649.0,746.0,0.00686,98.7,12.0,,,,0,39,,1.7069320080000001
Saudicomsat-5,50,5,4,2,6,651.0,725.0,0.00524,98.5,12.0,,,,0,39,,1.7069320080000001
Saudicomsat-6,50,5,4,2,6,648.0,758.0,0.00778,98.8,12.0,,,,0,39,,1.7069320080000001
Saudicomsat-7,50,5,4,2,6,650.0,736.0,0.00609,98.6,12.0,,,,0,39,,1.7069320080000001
"Saudisat 1C (Oscar 50, SO 50)",50,10,37,2,2,603.0,702.0,0.00705,97.8,10.0,,,,0,39,,1.127482697
Saudisat-2,50,10,35,2,6,696.0,734.0,0.00268,99.1,35.0,35.0,,,0,40,,1.7086773380000002
Saudisat-3,50,10,14,2,,656.0,677.0,0.00149,98.1,200.0,,,,0,39,,1.7069320080000001
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",65,15,11,1,,35778.0,35795.0,0.0002,1436.11,4500.0,,,12.0,1,19,-1.6901768480000001,0.112573737
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",65,15,11,1,,35770.0,35790.0,0.00023999999999999998,1436.11,4500.0,,,12.0,1,19,,0.112573737
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",65,15,30,2,,538.0,541.0,0.00022,95.43,1031.0,,,,21,75,,1.710248134
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1, NOSS C1-1, USA 160)",65,15,21,2,2,1100.0,1100.0,0.0,107.26,5000.0,,,,21,14,,1.099557429
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1,USA 160, NOSS C1-2)",65,15,21,2,2,1100.0,1100.0,0.0,107.26,5000.0,,,,21,14,,1.099557429
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-1)",65,15,21,2,2,1013.0,1200.0,0.01251,107.4,5000.0,,,,21,14,,1.106538746
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-2)",65,15,21,2,2,1011.0,1202.0,0.01277,107.4,5000.0,,,,21,14,,1.106538746
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23)",65,15,21,2,2,1016.0,1203.0,0.0125,107.4,5000.0,,,,1,18,,1.106538746
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L28)",65,15,21,2,2,1017.0,1203.0,0.01243,107.4,5000.0,,,,1,18,,1.106538746
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",65,15,21,2,2,1015.0,1200.0,0.01237,107.4,5000.0,,,,1,19,,1.106538746
