ID,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Expected_Lifetime,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
BSAT-3A,Japan,Commercial,Communications,GEO,,35778.0,35794.0,0.00019,1436.1,1980.0,,,39308.0,13.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,1.918291381,0.000523599
BSAT-3B,Japan,Commercial,Communications,GEO,,33066.0,35725.0,0.03261,1365.61,2060.0,975.0,,40479.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,1.919862177,0.00122173
BSAT-3C/JCSat 110-R,Japan,Commercial,Communications,GEO,,35784.0,35787.0,4e-05,1436.04,2910.0,,,40761.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,1.919862177,0.000872665
C/NOFS (Communication/Navigation Outage Forecasting System),USA,Military,Technology Development,LEO,,403.0,813.0,0.02938,96.85,384.0,,,39554.0,,USA,L-1011 Aircraft,Pegasus,www.satellitedebris.net 12/12,,0.226892803
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France/USA,Government,Earth Science,LEO,Sun-Synchronous,702.0,703.0,7e-05,98.8,587.0,,550.0,38835.0,3.0,France,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.713913325
Canopus-BÊ(Kanopus Vulcan 1)Ê,Russia,Government,Remote Sensing,LEO,Sun-Synchronous,501.0,505.0,0.00029,94.7,400.0,110.0,300.0,41112.0,5.0,Russia,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,1.7016960209999998
Can-X2 (Canadian Advanced Nanospace experiment),Canada,Civil,Technology Development,LEO,Sun-Synchronous,609.0,629.0,0.00143,97.1,7.0,,,39566.0,,Canada,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.706932008
Can-X3aÊÊ(BRIght-star Target Explorer (BRITE)),Canada,Civil,Space Science,LEO,Sun-Synchronous,771.0,783.0,0.00084,100.3,5.0,,,41330.0,,Canada,Satish Dhawan Space Center,PSLV,SC - ASCR,,1.720894642
Can-X6 (Canadian Advanced Nanospace experiment; NTS [Nanosatellite Tracking Ships]),Canada,Civil/Commercial,Technology Development,LEO,Sun-Synchronous,611.0,631.0,0.00143,97.1,16.0,6.5,,39566.0,0.5,Canada,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.706932008
CAPE-2 (Cajun Advanced Picosatellite Experiment),USA,Civil,Technology Development,LEO,Sun-Synchronous,500.0,506.0,0.00044,94.67,,,,41597.0,,USA,Wallops Island Flight Facility,Minotaur,ZARYA,,0.70703288
CartoSat 1 (IRS P5),India,Government,Remote Sensing,LEO,Sun-Synchronous,618.0,619.0,7e-05,97.1,1560.0,1450.0,1100.0,38477.0,6.0,India,Satish Dhawan Space Center,PSLV C6,www.satellitedebris.net 12/12,,1.7086773380000002
"CartoSat 2 (IRS P7, CartoSat 2AT)",India,Government,Remote Sensing,LEO,Sun-Synchronous,632.0,635.0,0.00021,97.4,680.0,,,39092.0,,India,Satish Dhawan Space Center,PSLV C7,www.satellitedebris.net 12/12,,1.692969374
CartoSat 2A,India,Military,Remote Sensing,LEO,Sun-Synchronous,624.0,643.0,0.00136,97.4,680.0,,,39566.0,,India,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.7086773380000002
CartoSat 2B,India,Government,Remote Sensing,LEO,Sun-Synchronous,622.0,645.0,0.00164,97.4,694.0,,,40371.0,,India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,,1.7086773380000002
Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Canada,Government,Earth Science,Elliptical,,325.0,1486.0,0.07979,103.11,490.0,,600.0,41546.0,2.0,Canada,Vandenberg AFB,Falcon 9,ZARYA,,1.413716694
CFESat (Cibola Flight Experiment Satellite),USA,Government,Technology Development,LEO,,538.0,544.0,0.00043,95.5,159.0,,110.0,39150.0,,United Kingdom,Cape Canaveral,Atlas 5,www.satellitedebris.net 12/12,,0.617846555
Chandra X-Ray Observatory (CXO),USA,Government,Astrophysics,Elliptical,Deep Highly Eccentric,9999.0,138825.0,0.79737,3808.92,4742.0,,2500.0,36364.0,5.0,USA,Cape Canaveral,Space Shuttle (STS 93),JMSatcat304,,0.497418837
ChinaSat 6B (Zhong Xing 6B),China (PR),Commercial/Government,Communications,GEO,,35777.0,35797.0,0.00024,1436.1,4600.0,,9500.0,39269.0,15.0,France/Italy,Xichang Satellite Launch Center,Long March 3B,JM/12_08,2.017251549,0.000872665
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CZ-1-1)",China (PR),Government,Communications,LEO,Sun-Synchronous,729.0,748.0,0.00134,99.6,100.0,,,37915.0,,China (PR),Taiyuan Launch Center,Long March 3B,www.satellitedebris.net 12/12,,1.7191493130000002
Chuangxin 1-2 (Innovation 1-2),China (PR),Government,Earth Observation,LEO,Sun-Synchronous,785.0,804.0,0.00133,98.5,100.8,,,39757.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.7191493130000002
Chuangxin 1-3 (Innovation 1-3),China (PR),Government,Earth Observation,LEO,Sun-Synchronous,784.0,804.0,0.0014,100.7,100.0,,,40867.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.7191493130000002
Chuangxin-3,China (PR),Government,Technology Development,LEO,Sun-Synchronous,564.0,611.0,0.00338,96.43,200.0,,,41474.0,,China (PR),Taiyuan Launch Center,Long March 2C,ZARYA,,1.705186679
Ciel-2,Canada,Commercial,Communications,GEO,,35782.0,35788.0,7e-05,1436.05,5585.0,,,39792.0,15.0,France,Baikonur Cosmodrome,Proton M,JM/12_08,-2.251474735,0.000872665
"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,Civil,Space Science,LEO,Sun-Synchronous,484.0,791.0,0.02191,97.4,3.15,,,41165.0,,USA,Vandenberg AFB,Atlas 5,ZARYA,,1.127482697
"CINEMA-2 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,Civil,Space Science,LEO,Sun-Synchronous,594.0,731.0,0.00974,98.0,3.0,,,41599.0,,USA,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.706932008
"CINEMA-3 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,Civil,Space Science,LEO,Sun-Synchronous,594.0,747.0,0.01087,98.0,3.0,,,41599.0,,USA,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.706932008
Cloudsat,USA,Government/Civil,Earth Science,LEO,Sun-Synchronous,702.0,703.0,7e-05,98.8,848.0,,570.0,38835.0,2.0,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.713913325
Compass G-1 (Beidou G1),China (PR),Military,Navigation/Global Positioning,GEO,,35768.0,35803.0,0.00042,1436.05,2200.0,,,40194.0,,China (PR),Xichang Satellite Launch Center,Long March 3C,SC - ASCR 4/10,2.522000769,0.031066861
Compass G-10 (Beidou ISGO-5),China (PR),Military,Navigation/Global Positioning,GEO,,35708.0,35864.0,0.00185,1436.08,2300.0,,,40878.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,JM/1_12,1.818807614,0.962723615
Compass G-11 (Beidou G5),China (PR),Military,Navigation/Global Positioning,GEO,,35776.0,35799.0,0.00027,1436.15,2300.0,,,40963.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,ZARYA,1.029744259,0.032637657
Compass G-3 (Beidou G3),China (PR),Military,Navigation/Global Positioning,GEO,,35774.0,35797.0,0.00027,1436.05,2200.0,,,40331.0,,China (PR),Xichang Satellite Launch Center,Long March 3,SC-ASCR,1.478293876,0.031939525
Compass G-4 (Beidou G4),China (PR),Military,Navigation/Global Positioning,GEO,,35764.0,35809.0,0.00053,1436.1,6000.0,,,40482.0,,China (PR),Xichang Satellite Launch Center,Long March 3C,SC - ASCR,2.7925268030000003,0.024958208
Compass G-5 (Beidou IGSO-1),China (PR),Military,Navigation/Global Positioning,GEO,,35670.0,35893.0,0.00265,1435.82,2200.0,,,40390.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,SC - ASCR,2.059488517,0.961501885
Compass G-6 (Beidou 2-16),China (PR),Military,Navigation/Global Positioning,GEO,,35775.0,35799.0,0.00028,1436.11,3800.0,2300.0,,41207.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3C,SC - ASCR,1.396263402,0.032114058
Compass G-7 (Beidou IGSO-2),China (PR),Military,Navigation/Global Positioning,GEO,,35717.0,35817.0,0.00119,1436.12,2200.0,,,40529.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,SC - ASCR,2.059488517,0.963945346
Compass G-8 (Beidou IGSO-3),China (PR),Military,Navigation/Global Positioning,GEO,,35693.0,37872.0,0.02525,1435.93,2300.0,,,40642.0,,China (PR),Xichang Satellite Launch Center,Long March 3A,JM/5_11,2.059488517,1.682497399
Compass G-9 (Beidou ISGO-4),China (PR),Military,Navigation/Global Positioning,GEO,,35708.0,35879.0,0.00203,1435.1,2300.0,,,40750.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,SC - ASCR,,0.963421747
Compass M1 (Beidou M1),China (PR),Military,Navigation/Global Positioning,MEO,,21519.0,21545.0,0.00047,773.39,2200.0,,,39186.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3A,,,0.964468945
Compass M3 (Beidou 2-12),China (PR),Military,Navigation/Global Positioning,MEO,,21460.0,21595.0,0.00242,773.19,2200.0,,,41027.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3B,ZARYA,,0.962723615
Compass M4 (Beidou 2-13),China (PR),Military,Navigation/Global Positioning,MEO,,21452.0,21603.0,0.00271,773.21,2200.0,,,41027.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3B,ZARYA,,0.961676418
Compass M5 (Beidou 2-14),China (PR),Military,Navigation/Global Positioning,MEO,,21462.0,21591.0,0.00231,773.1,3800.0,,,41170.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3B,SC - ASCR,,0.959931089
Compass M6 (Beidou 2-15),China (PR),Military,Navigation/Global Positioning,MEO,,21477.0,21574.0,0.0017399999999999998,773.1,3800.0,,,41170.0,8.0,China (PR),Xichang Satellite Launch Center,Long March 3B,SC - ASCR,,0.959931089
"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",South Korea,Government,Earth Observation/Meteorology/Communications,GEO,,35783.0,35791.0,9e-05,1436.1,2460.0,,,40355.0,,South Korea,Guiana Space Center,Ariane 5 ECA,SC - ASCR,2.234021443,0.000174533
COMSATBw-1 (COmmunications SATellite fr BundesWehr),Germany,Military,Communications,GEO,,35773.0,35799.0,0.00031,1436.1,2440.0,,3500.0,40087.0,15.0,France/Italy,Guiana Space Center,Ariane 5,JM/12_09,1.099557429,0.000872665
COMSATBw-2 (COmmunications SATellite fr BundesWehr),Germany,Military,Communications,GEO,,35780.0,35794.0,0.00017,1436.11,2440.0,,3500.0,40319.0,15.0,France/Italy,Guiana Space Center,Ariane 5,SC - ASCR,0.230383461,0.0013962629999999998
Coriolis (Windsat),USA,Military,Earth/Space Science,LEO,Sun-Synchronous,820.0,841.0,0.00146,101.5,817.0,395.0,1174.0,37627.0,3.0,USA,Vandenberg AFB,Titan 2,www.satellitedebris.net 12/12,,1.724385301
"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Government/Civil,Remote Sensing,LEO,Sun-Synchronous,764.0,836.0,0.00502,100.9,70.0,,46.0,38822.0,2.0,USA,Vandenberg AFB,Minotaur,www.satellitedebris.net 12/12,,1.256637061
"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Government/Civil,Remote Sensing,LEO,Sun-Synchronous,769.0,831.0,0.00432,100.9,70.0,,46.0,38822.0,2.0,USA,Vandenberg AFB,Minotaur,www.satellitedebris.net 12/12,,1.256637061
"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Government/Civil,Remote Sensing,LEO,Sun-Synchronous,669.0,746.0,0.00544,98.9,70.0,,46.0,38822.0,2.0,USA,Vandenberg AFB,Minotaur,www.satellitedebris.net 12/12,,1.256637061
"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Government/Civil,Remote Sensing,LEO,Sun-Synchronous,751.0,849.0,0.00683,100.9,70.0,,46.0,38822.0,2.0,USA,Vandenberg AFB,Minotaur,www.satellitedebris.net 12/12,,1.256637061
"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Government/Civil,Remote Sensing,LEO,Sun-Synchronous,772.0,828.0,0.00391,100.9,70.0,,46.0,38822.0,2.0,USA,Vandenberg AFB,Minotaur,www.satellitedebris.net 12/12,,1.256637061
COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Civil/Military,Remote Sensing/Imaging,LEO,Sun-Synchronous,622.0,623.0,7e-05,97.2,1700.0,,3600.0,39241.0,5.0,France/Italy,Vandenberg AFB,Delta 7000,www.satellitedebris.net 12/12,,1.7086773380000002
COSMO-Skymed 2 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Military/Government,Earth Observation,LEO,Sun-Synchronous,622.0,623.0,7e-05,97.2,1700.0,,,39425.0,5.0,Italy,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.7086773380000002
COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Military/Government,Earth Observation,LEO,Sun-Synchronous,622.0,623.0,7e-05,97.2,1700.0,,,39746.0,5.0,Italy,Vandenberg AFB,Delta 7420,www.satellitedebris.net 12/12,,1.7086773380000002
COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Military/Government,Earth Observation,LEO,Sun-Synchronous,622.0,623.0,7e-05,97.2,1700.0,,,40488.0,5.0,Italy,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.7086773380000002
Cryosat-2,ESA,Government,Earth Observation,LEO,,713.0,724.0,0.00078,99.2,720.0,,,40276.0,3.0,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.605702912
Cubebug 1ÊÊ(Capitn Beto),Argentina,Civil,Technology Development,LEO,Sun-Synchronous,630.0,653.0,0.00164,97.55,2.0,,,41390.0,,Argentina,Jiuquan Satellite Launch Center,Chang Zheng 2D,SC - ASCR,,1.711295332
"Cubebug 2 (Manolito, LO-74)",Argentina,Civil,Technology Development,LEO,Sun-Synchronous,594.0,715.0,0.00861,97.8,2.0,,,41599.0,,Argentina,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.706932008
"Cubesat XI-IV (Oscar 57, CO-57)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,815.0,830.0,0.00104,101.3,,1.0,,37802.0,,Japan,Plesetsk Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.722639972
"Cubesat XI-V (Oscar 58, CO-58)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,678.0,703.0,0.00177,98.6,1.0,1.0,,38652.0,,Japan,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.7086773380000002
CUNYSat-1ÊÊ(City University of New York Satellite-1),USA,Civil,Technology Development,LEO,,443.0,886.0,0.03149,98.0,1.0,,,41614.0,,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,,2.09963109
CUSat-1 (Cornell University Satellite 1),USA,Civil,Technology Development,LEO,,326.0,1465.0,0.07837999999999999,102.89,,,2.2,41546.0,0.5,USA,Vandenberg AFB,Falcon 9,SC - ASCR,,1.413542161
"Cute-1 (Cubical Titech Engineering satellite, Oscar 55, CO-55)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,814.0,829.0,0.00104,101.3,,1.0,,37802.0,1.0,Japan,Plesetsk Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.722639972
Cute-1.7 + APD II (Cubical Titech Engineering satellite+Avalanche Photodiode),Japan,Civil,Technology Development,LEO,Sun-Synchronous,609.0,628.0,0.00136,97.1,,,,39566.0,1.0,Japan,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.706932008
DANDE (Drag and Atmospheric Neutral Density Explorer),USA,Civil/Government,Technology Development,LEO,,326.0,1475.0,0.07902,103.0,50.0,38.0,,41546.0,1.5,USA,Vandenberg AFB,Falcon 9,SC - ASCR,,1.413716694
Deimos 1,Spain,Government,Earth Observation,LEO,Sun-Synchronous,661.0,662.0,7e-05,98.0,90.0,,,40023.0,5.0,United Kingdom,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.7104226669999998
Delfi-C3 (DO-64),Netherlands,Civil,Technology Development,LEO,Sun-Synchronous,598.0,616.0,0.00129,96.8,6.5,,,39566.0,,Netherlands,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.706932008
Delfi-n3Xt,Netherlands,Civil,Technology Development,LEO,Sun-Synchronous,594.0,780.0,0.01318,98.5,4.5,,,41599.0,,Netherlands,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.705186679
DirecTV-10,USA,Commercial,Communications,GEO,,35785.0,35788.0,4e-05,1436.1,5900.0,3700.0,18000.0,39270.0,15.0,USA,Baikonur Cosmodrome,Proton M,JM/12_08,-1.793151273,0.000698132
DirecTV-11,USA,Commercial,Communications,GEO,,35786.0,35786.0,0.0,1436.1,5900.0,,,39526.0,,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,-1.7315411509999998,0.000523599
DirecTV-12,USA,Commercial,Communications,GEO,,35785.0,35786.0,1e-05,1436.04,5900.0,,8700.0,40176.0,15.0,USA,Baikonur Cosmodrome,Breeze M,SC - ASCR,-1.794198471,0.001570796
DirecTV-1R,Russia,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,3420.0,2304.0,8700.0,36443.0,15.0,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,0.975639052,0.000523599
DirecTV-4S,USA,Commercial,Communications,GEO,,35780.0,35792.0,0.00014,1436.09,4300.0,2100.0,8100.0,37222.0,15.0,USA,Guiana Space Center,Ariane 44LP,JM/12_08,-1.7654005380000002,0.000872665
DirecTV-5 (Tempo 1),USA,Commercial,Communications,GEO,,35773.0,35799.0,0.00031,1436.08,4300.0,3640.0,,37383.0,15.0,USA,Baikonur Cosmodrome,Proton K,JM/12_08,-1.920734842,0.00122173
DirecTV-7S,USA,Commercial,Communications,GEO,,35774.0,35797.0,0.00027,1436.1,5483.0,3500.0,13000.0,38111.0,15.0,USA,Sea Launch,Zenit 3SL,JM/12_08,-2.077639942,0.000174533
DirecTV-8,USA,Commercial,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,3800.0,,8200.0,38494.0,12.0,USA,Baikonur Cosmodrome,Proton M/Breeze M,JM/12_08,-1.759466419,0.000349066
DirecTV-9S,USA,Commercial,Communications,GEO,,35774.0,35798.0,0.00028,1436.1,5500.0,2364.0,13900.0,39003.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,-1.764178808,0.000523599
DLR Tubsat,Germany,Government,Earth Science,LEO,Sun-Synchronous,712.0,732.0,0.00141,99.2,45.0,,120.0,36306.0,1.0,Germany,Satish Dhawan Space Center,PSLV C2,www.satellitedebris.net 12/12,,1.720894642
"DMSP 5D-2 F13 (Defense Meteorological Satellites Program, USA 109)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,845.0,855.0,0.0006900000000000001,101.93,1134.0,823.0,900.0,34782.0,5.0,USA,Vandenberg AFB,Atlas E,JMSatcat304,,1.724385301
"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,842.0,855.0,0.0009,101.9,1134.0,823.0,900.0,35524.0,5.0,USA,Vandenberg AFB,Titan 2,JMSatcat304,,1.72613063
"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,837.0,851.0,0.00097,101.8,1152.0,823.0,900.0,36506.0,5.0,USA,Vandenberg AFB,Titan 2,JMSatcat304,,1.72613063
"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,843.0,852.0,0.00062,101.87,1154.0,825.0,900.0,37912.0,5.0,USA,Vandenberg AFB,Titan 2,JMSatcat304,,1.72613063
"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 191)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,842.0,855.0,0.0009,101.89,1154.0,825.0,900.0,39025.0,5.0,USA,Vandenberg AFB,Delta 4,SC - ASCR,,1.724210768
"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",USA,Military,Earth Science/Meteorology,LEO,Sun-Synchronous,842.0,859.0,0.00118,101.94,1155.0,825.0,900.0,40104.0,5.0,USA,Vandenberg AFB,Atlas 5,SC - ASCR,,1.726654229
Dove-2,USA,Commercial,Technology Development,LEO,Sun-Synchronous,559.0,582.0,0.0016600000000000002,96.08,5.8,,,41383.0,0.5,USA,Baikonur Cosmodrome,Soyuz 2-1A,SC - ASCR,,1.132369619
Dove-3,USA,Commercial,Technology Development,LEO,Sun-Synchronous,594.0,815.0,0.015619999999999997,98.8,6.0,,,41599.0,,USA,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.705186679
Dove-4,USA,Commercial,Technology Development,LEO,Sun-Synchronous,594.0,815.0,0.015619999999999997,98.8,6.0,,,41599.0,,USA,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.705186679
"DRTS (Data Relay Test Satellite, Kodama)",Japan,Government,Technology Development,GEO,,35775.0,35799.0,0.00028,1436.12,2650.0,1500.0,2100.0,37509.0,7.0,Japan,Tanegashima Space Center,H-2A,JM/12_08,1.5842353619999998,0.000349066
"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35771.0,35802.0,0.00037,1436.12,1156.0,884.0,1240.0,37691.0,10.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,1.047372084,0.000523599
"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35760.0,35814.0,0.00064,1436.1,1156.0,884.0,1240.0,37862.0,10.0,USA,Cape Canaveral,Delta 4,JM/12_08,-0.91647239,0.000872665
"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35757.0,35817.0,0.0007099999999999999,1436.1,1156.0,884.0,1240.0,35727.0,10.0,USA,Cape Canaveral,Delta 4,JM/12_08,-2.269800692,0.044331363
"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35706.0,35868.0,0.00192,1436.13,1156.0,884.0,1240.0,36526.0,10.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,-2.358114352,0.000174533
"DSCS III-F12 (USA 153, DSCS III B-11) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35774.0,35799.0,0.0003,1436.12,1156.0,884.0,1240.0,36819.0,10.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,-0.212057504,0.000698132
"DSCS III-F6 (USA 82, DSCS III B-12) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35718.0,35855.0,0.00162,1436.1,1156.0,884.0,1240.0,33787.0,10.0,USA,Cape Canaveral,Atlas 2,JM/12_08,-0.211010307,0.000872665
"DSCS III-F8 (USA 97, DSCS III B-10) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35756.0,35817.0,0.00072,1436.11,1156.0,884.0,1240.0,34301.0,10.0,USA,Cape Canaveral,Atlas 2,JM/12_08,0.990823416,0.080110613
"DSCS III-F9 (USA 113, DSCS III B-7) (Defense Satellite Communications System)",USA,Military,Communications,GEO,,35784.0,35784.0,0.0,1436.1,1156.0,884.0,1240.0,34911.0,10.0,USA,Cape Canaveral,Atlas 2A,GS,-0.914552528,0.0
DSP 18 (USA 130) (Defense Support Program),USA,Military,Early Warning,GEO,,35780.0,35800.0,0.00024,1436.27,2380.0,,1485.0,35484.0,5.0,USA,Cape Canaveral,Titan IVB,JMSatcat304,,0.001745329
DSP 20 (USA 149) (Defense Support Program),USA,Military,Early Warning,GEO,,35897.0,35909.0,0.00014,142.08,2380.0,,1485.0,36664.0,0.5,USA,Cape Canaveral,Titan IVB,JM/12_08,-0.632681854,0.071209433
DSP 21 (USA 159) (Defense Support Program),USA,Military,Early Warning,GEO,,35765.0,35810.0,0.00053,1436.14,2380.0,,1485.0,37109.0,0.5,USA,Cape Canaveral,Titan 4B,JM/12_08,1.212654764,0.064228116
DSP 22 (USA 176) (Defense Support Program),USA,Military,Early Warning,GEO,,35741.0,35832.0,0.00108,1436.12,2380.0,,1485.0,38031.0,0.5,USA,Cape Canaveral,Titan 4B,JM/12_08,1.812349895,0.024609142
DubaiSat-1,UAE,Government,Earth Observation,LEO,Sun-Synchronous,662.0,680.0,0.00128,98.2,200.0,,360.0,40023.0,5.0,South Korea,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.7104226669999998
DubaiSat-2,UAE,Government,Earth Observation,LEO,Sun-Synchronous,585.0,603.0,0.00129,96.56,300.0,,360.0,41599.0,5.0,South Korea,Dombarovsky Launch Facility,Dnepr,SC - ASCR,,1.706932008
